municipality_id,source_id,url,http_status,bytes,text_chars,status,error
M114,S-M114-01,https://www.town.osakikamijima.hiroshima.jp/soshiki/joge_suido/1_1/1/1133.html,200,61304,12161,OK,
M115,S-M115-01,https://www.town.sera.hiroshima.jp/soshiki/4/317.html,200,45527,18056,OK,
M116,S-M116-01,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/gomi/,200,28744,2741,OK,
M116,S-M116-02,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/sodai/sodai/,200,28171,2682,OK,
M116,S-M116-03,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/sodai/yugai/,200,24407,1796,OK,
M117,S-M117-01,https://www.city.shimonoseki.lg.jp/site/gomi/143543.html,200,42727,12845,OK,
M117,S-M117-02,https://www.city.shimonoseki.lg.jp/uploaded/attachment/93751.pdf,200,1040364,0,ERROR,ValueError: extracted text too short
M117,S-M117-03,https://www.city.shimonoseki.lg.jp/uploaded/attachment/93738.pdf,200,1252299,0,ERROR,ValueError: extracted text too short
M118,S-M118-01,https://www.city.ube.yamaguchi.jp/kurashi/gomi/dashikata/1001956/index.html,200,26622,4654,OK,
M118,S-M118-02,https://www.city.ube.yamaguchi.jp/kurashi/gomi/dashikata/1001956/1001961.html,200,26359,6370,OK,
M118,S-M118-03,https://www.city.ube.yamaguchi.jp/kurashi/gomi/dashikata/1001966/1014463.html,200,27776,6863,OK,
M118,S-M118-04,https://www.city.ube.yamaguchi.jp/kurashi/gomi/dashikata/1001966/index.html,200,26155,4773,OK,
M119,S-M119-01,https://www.city.yamaguchi.lg.jp/site/gomisigen/188479.html,200,40623,12173,OK,
M119,S-M119-02,https://www.city.yamaguchi.lg.jp/site/gomisigen/69641.html,200,33294,8387,OK,
M119,S-M119-03,https://www.city.yamaguchi.lg.jp/site/gomisigen/69645.html,200,37125,9687,OK,
M119,S-M119-04,https://www.city.yamaguchi.lg.jp/site/gomisigen/79591.html,200,30700,6854,OK,
M119,S-M119-05,https://www.city.yamaguchi.lg.jp/site/gomisigen/92657.html,200,31224,7555,OK,
M119,S-M119-06,https://www.city.yamaguchi.lg.jp/site/gomisigen/161801.html,200,32401,8999,OK,
M121,S-M121-01,https://www.city.hofu.yamaguchi.jp/soshiki/16/calendar-.html,200,45520,12354,OK,
M121,S-M121-02,https://www.city.hofu.yamaguchi.jp/soshiki/16/atarashiigomi-sasshi.html,200,17793,4592,OK,
M121,S-M121-03,https://www.city.hofu.yamaguchi.jp/soshiki/16/gomi-wakekatadashikata.html,200,18364,5366,OK,
M122,S-M122-01,https://www.city.kudamatsu.lg.jp/kankyou/documents/r8jissikeikaku.pdf,200,455181,6694,OK,
M122,S-M122-02,https://www.city.kudamatsu.lg.jp/kankyou/seikatsu/kankyou/kannrikakari/kinzokuhaiki.html,200,18455,4319,OK,
M122,S-M122-03,https://www.city.kudamatsu.lg.jp/kankyou/spraybombe.html,200,13315,2533,OK,
M124,S-M124-01,https://www.city.hikari.lg.jp/kurashi_tetsuzuki/gomi/bunbetu/8851.html,200,107188,6351,OK,
M124,S-M124-02,https://www.city.hikari.lg.jp/soshiki/3/kankyo_jigyo/recycle/haiki/946.html,200,108476,6654,OK,
M124,S-M124-03,https://www.city.hikari.lg.jp/material/files/group/57/r06zisshikeikaku.pdf,404,0,0,ERROR,HTTPError: 404 Client Error: Not Found for url: https://www.city.hikari.lg.jp/material/files/group/57/r06zisshikeikaku.pdf
M124,S-M124-04,https://www.city.hikari.lg.jp/soshiki/3/kankyo_jigyo/recycle/haiki/2344.html,200,109722,8897,OK,
M125,S-M125-01,https://www.city.nagato.yamaguchi.jp/soshiki/8/66178.html,200,33390,7703,OK,
M125,S-M125-02,https://www.city.nagato.yamaguchi.jp/uploaded/attachment/37628.pdf,200,4122676,0,ERROR,ValueError: extracted text too short
M125,S-M125-03,https://www.city.nagato.yamaguchi.jp/uploaded/life/39628_163300_misc.pdf,200,6903840,61600,OK,
M126,S-M126-01,https://www.city-yanai.jp/site/gomi-risaikuru/list141-1221.html,200,21715,3103,OK,
M126,S-M126-02,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi3.html,200,27944,5778,OK,
M126,S-M126-03,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi4.html,200,25127,4057,OK,
M126,S-M126-04,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi5.html,200,26109,5062,OK,
M126,S-M126-05,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi1.html,200,27178,5144,OK,
M126,S-M126-06,https://www.city-yanai.jp/site/gomi-risaikuru/gomidashi2.html,200,26827,4768,OK,
M126,S-M126-07,https://www.city-yanai.jp/site/gomi-risaikuru/list138.html,200,21550,3035,OK,
M128,S-M128-01,https://www.city.shunan.lg.jp/soshiki/19/33474.html,200,25010,2554,OK,
M128,S-M128-02,https://www.city.shunan.lg.jp/soshiki/19/31412.html,200,16176,1199,OK,
M128,S-M128-03,https://www.city.shunan.lg.jp/soshiki/19/39046.html,200,35329,4049,OK,
M129,S-M129-01,https://www.city.sanyo-onoda.lg.jp/soshiki/14/howtotrash3104.html,200,61195,24401,OK,
M130,S-M130-01,https://www.town.suo-oshima.lg.jp/garbage-item/search/search.php,200,21567,957,OK,
M130,S-M130-02,https://www.town.suo-oshima.lg.jp/soshiki/16/1268.html,200,18176,3883,OK,
M130,S-M130-03,https://www.town.suo-oshima.lg.jp/soshiki/16/1282.html,200,34508,15965,OK,
M131,S-M131-01,https://www.town.waki.lg.jp/soshiki/4/214.html,200,18855,5162,OK,
M132,S-M132-01,https://www.town.kaminoseki.lg.jp/%E3%81%94%E3%81%BF%E3%81%AE%E5%87%BA%E3%81%97%E6%96%B9%EF%BC%88%E5%AE%9A%E6%9C%9F%E5%8F%8E%E9%9B%86%EF%BC%89.html,200,73473,2456,OK,
M132,S-M132-02,https://www.town.kaminoseki.lg.jp/wp-content/uploads/2025/06/koho202506.pdf,200,5008963,21007,OK,
M133,S-M133-01,https://www.town.tabuse.lg.jp/soshiki/35/1948.html,200,34816,7487,OK,
M133,S-M133-02,https://www.town.tabuse.lg.jp/soshiki/35/2087.html,200,30984,6051,OK,
M133,S-M133-03,https://www.town.tabuse.lg.jp/soshiki/35/2090.html,404,0,0,ERROR,HTTPError: 404 Client Error: Not Found for url: https://www.town.tabuse.lg.jp/soshiki/35/2090.html
M134,S-M134-01,https://www.town.hirao.lg.jp/soshiki/kankyo/gomi/seikatsu/teiki_shushu/2888.html,200,57657,5763,OK,
M134,S-M134-02,https://www.town.hirao.lg.jp/kurashi/gomi_kankyo/gomi/dashikata/kankinzoku.html,404,0,0,ERROR,HTTPError: 404 Client Error: Not Found for url: https://www.town.hirao.lg.jp/kurashi/gomi_kankyo/gomi/dashikata/kankinzoku.html
M134,S-M134-03,https://www.town.hirao.lg.jp/kurashi/gomi_kankyo/gomi/dashikata/kosihurugi.html,200,55884,5431,OK,
M135,S-M135-01,https://www.town.abu.lg.jp/guide/gominosyuusyuunituite/,200,92194,1209,OK,
M135,S-M135-02,https://www.town.abu.lg.jp/wp/wp-content/uploads/2025/07/R8-Trash-GuideDouble-Side.pdf,200,47200019,0,ERROR,ValueError: source too large: 47200019
M135,S-M135-03,https://www.town.abu.lg.jp/wp/wp-content/uploads/2026/02/d0accf9d244b0de0326bd307ce086f41.pdf,200,15505280,15659,OK,
M135,S-M135-04,https://www.town.abu.lg.jp/15875/,200,82449,1880,OK,
M137,S-M137-01,https://www.town.ayagawa.lg.jp/docs/2011071100382/,200,16503,3534,OK,
M137,S-M137-02,https://www.town.ayagawa.lg.jp/reiki02/reiki_honbun/r263RG00001059.html,200,25820,7085,OK,
M137,S-M137-03,https://www.town.ayagawa.lg.jp/docs/2026031600017/,200,16818,3665,OK,
M138,S-M138-01,https://www.town.tadotsu.kagawa.jp/kurashi_tetsuzuki/gomi_kankyo_pet/gomi_recycle/1/1444.html,200,40709,2649,OK,
M138,S-M138-02,https://www.town.tadotsu.kagawa.jp/material/files/group/6/SIGENN.pdf,200,2653287,1533,OK,
M138,S-M138-03,https://www.town.tadotsu.kagawa.jp/material/files/group/6/SODAI.pdf,200,813619,1438,OK,
M138,S-M138-04,https://www.town.tadotsu.kagawa.jp/soshikikarasagasu/juminkankyoka/gomi_recycle/1/725.html,200,40347,2711,OK,
M138,S-M138-05,https://www.town.tadotsu.kagawa.jp/material/files/group/6/kanennhunenn.pdf,404,0,0,ERROR,HTTPError: 404 Client Error: Not Found for url: https://www.town.tadotsu.kagawa.jp/material/files/group/6/kanennhunenn.pdf
M140,S-M140-01,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1511.html,200,72446,16501,OK,
M140,S-M140-02,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1516.html,200,40548,2938,OK,
M140,S-M140-03,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1515.html,200,47643,6147,OK,
M141,S-M141-01,https://town.kotake.lg.jp/hpkiji/pub/detail.aspx?c_id=3&id=3989&type=top,200,108398,3694,OK,
M141,S-M141-02,https://town.kotake.lg.jp/cal_recycle/pub/default.aspx?c_id=6,200,111783,2015,OK,
M141,S-M141-03,https://town.kotake.lg.jp/hpkiji/pub/detail.aspx?c_id=3&id=3963&type=top,200,96276,2362,OK,
M142,S-M142-01,https://www.city.kitakyushu.lg.jp/contents/924_10025.html,200,38588,9925,OK,
M142,S-M142-02,https://www.city.kitakyushu.lg.jp/contents/924_10035.html,200,36047,8358,OK,
M142,S-M142-03,https://www.city.kitakyushu.lg.jp/contents/00800208.html,200,32214,7344,OK,
M142,S-M142-04,https://www.city.kitakyushu.lg.jp/contents/924_10085.html,200,32394,7357,OK,
M142,S-M142-05,https://www.city.kitakyushu.lg.jp/contents/924_10030.html,200,38850,12706,OK,
M143,S-M143-01,https://www.city.saiki.oita.jp/kiji0032215/index.html,200,186171,12905,OK,
M143,S-M143-02,https://www.city.saiki.oita.jp/kiji0032215/3_2215_32330_up_avmysieh.pdf,200,3081591,6607,OK,
M143,S-M143-03,https://www.city.saiki.oita.jp/kiji0038696/3_8696_up_xghyp5wr.pdf,200,1835914,42420,OK,
M143,S-M143-04,https://www.city.saiki.oita.jp/kiji00311436/index.html,200,184804,12756,OK,
M143,S-M143-05,https://www.city.saiki.oita.jp/kiji0037638/index.html,200,185026,12912,OK,
M143,S-M143-06,https://www.city.saiki.oita.jp/kiji0038689/index.html,200,191306,15665,OK,
