municipality_id,candidate_id,source_page,anchor_text,official_url,host,authority_type,fetch_status,http_status,text_chars,item_hit_count,category_hit_count,matched_items,recommended,reason,checked_date
M101,DISC-M101-41316E5C9E,https://www.city.miyoshi.hiroshima.jp/garbage-item/search/garbage_rule.php,プラスチック資源,https://www.city.miyoshi.hiroshima.jp/uploaded/attachment/7602.pdf,www.city.miyoshi.hiroshima.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M101,DISC-M101-AC9A17B884,https://www.city.miyoshi.hiroshima.jp/garbage-item/search/garbage_rule.php,収集も処理もできないごみ,https://www.city.miyoshi.hiroshima.jp/uploaded/attachment/7603.pdf,www.city.miyoshi.hiroshima.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M102,DISC-M102-A4153565D7,https://www.city.shobara.hiroshima.jp/main/life/waste/post_502.html,おうちのごみの正しい出し方（やさしい日本語版）[PDF:807KB],https://www.city.shobara.hiroshima.jp/main/2026/05/c19f443438543590ba2d8cfc4ab79839.pdf,www.city.shobara.hiroshima.jp,MUNICIPAL_DOMAIN,OK,200,5383,14,6,I001|I003|I004|I005|I013|I014|I019|I020|I021|I022|I027|I030|I032|I036,TRUE,high-value official item/index text,2026-08-20
M106,DISC-M106-394316D62C,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,◆ごみ分別早見表（50音順）,https://www.akitakata.jp/akitakata-media/filer_public/59/07/59070d31-c154-4bbb-ad97-4fdcf2810e6e/gomi-funbetsu-hayamihyou.pdf,www.akitakata.jp,MUNICIPAL_DOMAIN,OK,200,31378,32,9,I001|I002|I003|I004|I005|I006|I009|I010|I011|I012|I013|I014|I015|I016|I017|I018|I019|I020|I021|I022|I023|I024|I026|I027|I028|I030|I031|I032|I033|I036|I038|I039,TRUE,high-value official item/index text,2026-08-20
M106,DISC-M106-8954179259,https://www.akitakata.jp/ja/shisei/section/siminseikatu/gomi22/,"ごみの分け方・出し方（PDF） [
									2.2 MB
									 | pdf
								]",https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,www.akitakata.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M108,DISC-M108-FC5097AA4E,https://www.town.fuchu.hiroshima.jp/site/kankyousenta/34617.html,ごみの出し方辞典,https://www.town.fuchu.hiroshima.jp/site/kankyousenta/list419-888.html,www.town.fuchu.hiroshima.jp,MUNICIPAL_DOMAIN,OK,200,1501,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M108,DISC-M108-8DE0BBD0C8,https://www.town.fuchu.hiroshima.jp/site/kankyousenta/34617.html,令和7年度「家庭ごみの正しい出し方」 [PDFファイル／2.86MB],https://www.town.fuchu.hiroshima.jp/uploaded/attachment/28655.pdf,www.town.fuchu.hiroshima.jp,MUNICIPAL_DOMAIN,OK,200,10748,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M111,DISC-M111-CBE023DFC9,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,令和8年度ごみと資源の出し方,https://www.town.saka.lg.jp/wp-content/uploads/2026/03/令和8年度ごみと資源の出し方-1.pdf,www.town.saka.lg.jp,MUNICIPAL_DOMAIN,OK,200,1215,8,4,I001|I003|I013|I014|I015|I016|I024|I032,TRUE,high-value official item/index text,2026-08-20
M111,DISC-M111-9B755813B8,https://www.town.saka.lg.jp/2014/04/01/gomi_dashikata/,ごみ分別表５０音表,https://www.town.saka.lg.jp/wp-content/uploads/2014/04/ごみ分別表.pdf,www.town.saka.lg.jp,MUNICIPAL_DOMAIN,OK,200,6835,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M116,DISC-M116-DBD0D040CE,https://www.jinsekigun.jp/town/formation/kankyoueisei/03/sodai/sodai/,"粗大ごみ等直接搬入申込書 [ PDF
							：239.9 KB ]",https://www.jinsekigun.jp/user/filer_public/36/e3/36e3a755-c2bb-45df-a7df-7242309978ad/cu-da-gomideng-zhi-jie-ban-ru-shen-ip-shu-yang-shi.pdf,www.jinsekigun.jp,MUNICIPAL_DOMAIN,OK,200,1167,6,2,I021|I027|I030|I033|I036|I040,TRUE,high-value official item/index text,2026-08-20
M128,DISC-M128-5943D98EAE,https://www.city.shunan.lg.jp/soshiki/19/33474.html,ごみの分別方法（令和6年4月改訂版） [PDFファイル／21.65MB],https://www.city.shunan.lg.jp/uploaded/attachment/104994.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,OK,200,63474,34,12,I001|I002|I003|I006|I009|I010|I011|I012|I013|I014|I015|I016|I017|I018|I019|I020|I021|I022|I023|I024|I026|I027|I028|I029|I030|I031|I032|I033|I034|I036|I037|I038|I039|I040,TRUE,high-value official item/index text,2026-08-20
M128,DISC-M128-3502791856,https://www.city.shunan.lg.jp/soshiki/19/33474.html,ごみを出すときのお願い [PDFファイル／3.12MB],https://www.city.shunan.lg.jp/uploaded/attachment/98409.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,OK,200,4203,10,8,I011|I016|I017|I018|I019|I020|I021|I026|I039|I040,TRUE,high-value official item/index text,2026-08-20
M128,DISC-M128-2C2493B13B,https://www.city.shunan.lg.jp/soshiki/19/33474.html,分別冊子表紙 [PDFファイル／1.78MB],https://www.city.shunan.lg.jp/uploaded/attachment/98408.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,OK,200,1667,7,12,I001|I012|I021|I024|I032|I034|I039,TRUE,high-value official item/index text,2026-08-20
M128,DISC-M128-E9253B134A,https://www.city.shunan.lg.jp/soshiki/19/33474.html,間違えやすいごみ、裏表紙 [PDFファイル／1.81MB],https://www.city.shunan.lg.jp/uploaded/attachment/98426.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,OK,200,1667,7,12,I001|I012|I021|I024|I032|I034|I039,TRUE,high-value official item/index text,2026-08-20
M128,DISC-M128-829A9D0575,https://www.city.shunan.lg.jp/soshiki/19/33474.html,燃やせないごみ [PDFファイル／1.15MB],https://www.city.shunan.lg.jp/uploaded/attachment/98417.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,OK,200,725,4,3,I022|I026|I034|I038,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M128,DISC-M128-EC081C6A1E,https://www.city.shunan.lg.jp/soshiki/19/33474.html,家庭ごみの自己搬入 [PDFファイル／975KB],https://www.city.shunan.lg.jp/uploaded/attachment/98421.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,OK,200,2955,3,4,I027|I038|I040,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M128,DISC-M128-8F4000233B,https://www.city.shunan.lg.jp/soshiki/19/33474.html,ごみ処理に関する補助制度 [PDFファイル／524KB],https://www.city.shunan.lg.jp/uploaded/attachment/98425.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,OK,200,1455,2,1,I001|I018,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M128,DISC-M128-F38F281AB0,https://www.city.shunan.lg.jp/soshiki/19/33474.html,燃やせるごみ [PDFファイル／719KB],https://www.city.shunan.lg.jp/uploaded/attachment/100249.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M128,DISC-M128-CDB72F3EAE,https://www.city.shunan.lg.jp/soshiki/19/33474.html,ごみの分別方法の主な変更点 [PDFファイル／2.84MB],https://www.city.shunan.lg.jp/uploaded/attachment/101182.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M128,DISC-M128-9B98E1D048,https://www.city.shunan.lg.jp/soshiki/19/33474.html,周南市一般廃棄物（ごみ）収集運搬業許可業者一覧表（抜粋）、よくある質問 [PDFファイル／698KB],https://www.city.shunan.lg.jp/uploaded/attachment/104995.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M128,DISC-M128-46D99A74E9,https://www.city.shunan.lg.jp/soshiki/19/33474.html,粗大ごみ [PDFファイル／485KB],https://www.city.shunan.lg.jp/uploaded/attachment/98420.pdf,www.city.shunan.lg.jp,MUNICIPAL_DOMAIN,OK,200,2879,0,1,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M132,DISC-M132-17AA2344B4,https://www.town.kaminoseki.lg.jp/%E3%81%94%E3%81%BF.html,ごみ分別カレンダー令和7年度(祝島地区）（PDF:2.0MB）,https://www.town.kaminoseki.lg.jp/wp-content/uploads/2025/04/8e1bc295c293a69b93f21e1786fc9b04.pdf,www.town.kaminoseki.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M132,DISC-M132-98D280EFA7,https://www.town.kaminoseki.lg.jp/%E3%81%94%E3%81%BF.html,ごみ分別カレンダー令和7年度（PDF:2.0MB）,https://www.town.kaminoseki.lg.jp/wp-content/uploads/2025/04/e9d65f879dcd20edb44aaa912088e52b.pdf,www.town.kaminoseki.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M132,DISC-M132-0134948A82,https://www.town.kaminoseki.lg.jp/%E3%81%94%E3%81%BF.html,ごみ分別裏カレンダー令和8年度(祝島地区）（PDF:2.0MB）,https://www.town.kaminoseki.lg.jp/wp-content/uploads/2026/03/393e662d0c573e2801c834f1e78c3077.pdf,www.town.kaminoseki.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M132,DISC-M132-A92B1479FC,https://www.town.kaminoseki.lg.jp/%E3%81%94%E3%81%BF.html,ごみ分別裏カレンダー令和8年度（PDF:2.0MB）,https://www.town.kaminoseki.lg.jp/wp-content/uploads/2026/03/9cfb9460515b6225e1c377259a38e00a.pdf,www.town.kaminoseki.lg.jp,MUNICIPAL_DOMAIN,ERROR,200,0,0,0,,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
M135,DISC-M135-F07AD8CA13,https://www.town.abu.lg.jp/guide/gominosyuusyuunituite/,●水銀が含まれるゴミの出し方について,https://www.town.abu.lg.jp/wp/wp-content/uploads/2017/03/175b953d35d40b63556a5e393d7bc2ff.pdf,www.town.abu.lg.jp,MUNICIPAL_DOMAIN,OK,200,644,2,0,I030|I031,FALSE,official candidate but insufficient extracted item/category coverage,2026-08-20
